직원번호,이직여부,나이,성별,결혼상태,집까지거리,교육수준,전공분야,부서,직급,직무,최근승진후경과연수,총근속연수,회사근속연수,현재직무근속연수,현재상사와근속연수,이전근무회사수,월급,급여인상률,스톡옵션수준,성과평가,연간교육횟수,업무몰입도,야근여부,출장빈도,직무만족도,근무환경만족도,인간관계만족도,워라밸만족도
691,No,35,Male,Single,6,4,Life Sciences,Research & Development,2,Research Scientist,11,17,17,11,8,1,6646,13,0,3,3,1,No,Travel_Rarely,4,2,2,3
692,No,33,Male,Divorced,6,3,Life Sciences,Research & Development,2,Healthcare Representative,4,15,13,11,7,3,7725,23,1,4,2,3,No,Travel_Frequently,4,3,3,1
698,No,54,Male,Married,19,4,Medical,Human Resources,3,Human Resources,7,16,9,7,1,2,10725,15,1,3,1,3,No,Travel_Rarely,2,3,3,4
699,No,36,Male,Divorced,9,2,Medical,Research & Development,2,Manufacturing Director,0,13,3,2,2,2,8847,11,1,3,2,2,Yes,Travel_Rarely,2,2,3,3
700,No,27,Male,Single,3,4,Medical,Research & Development,1,Research Scientist,1,5,4,2,1,0,2045,13,0,3,0,2,No,Travel_Rarely,4,1,4,3
701,Yes,20,Male,Single,10,1,Medical,Research & Development,1,Research Scientist,1,1,1,0,1,1,1009,11,0,3,5,3,Yes,Travel_Rarely,3,4,4,3
702,Yes,33,Male,Single,3,3,Life Sciences,Research & Development,1,Research Scientist,9,10,10,8,7,1,3348,11,0,3,3,3,Yes,Travel_Frequently,1,1,1,3
704,No,35,Male,Married,3,3,Life Sciences,Research & Development,1,Laboratory Technician,0,1,1,0,0,1,1281,18,2,3,3,2,No,Non-Travel,3,3,3,3
705,No,23,Male,Married,4,3,Medical,Research & Development,1,Research Scientist,0,5,3,2,2,2,2819,16,1,3,3,4,No,Travel_Rarely,1,1,1,4
707,No,25,Male,Married,8,3,Life Sciences,Sales,2,Sales Executive,1,4,3,2,2,0,4851,22,1,4,4,4,No,Travel_Rarely,2,4,3,3
709,No,38,Female,Single,7,4,Marketing,Sales,2,Sales Executive,0,8,7,7,5,0,4028,20,0,4,2,2,No,Travel_Rarely,4,4,1,3
710,No,29,Male,Divorced,1,4,Life Sciences,Research & Development,1,Research Scientist,2,10,10,7,8,1,2720,18,1,3,5,1,No,Travel_Frequently,4,2,4,3
712,No,48,Male,Married,2,1,Marketing,Sales,2,Sales Executive,2,12,2,2,2,3,8120,12,0,3,3,4,No,Travel_Rarely,2,2,4,3
714,No,27,Female,Divorced,3,1,Medical,Sales,2,Sales Executive,0,6,6,5,4,1,4647,20,2,4,3,4,Yes,Travel_Frequently,4,4,2,3
715,No,37,Male,Single,10,2,Life Sciences,Research & Development,1,Research Scientist,0,4,1,0,0,3,4680,17,0,3,2,4,No,Travel_Rarely,4,4,1,3
716,No,50,Male,Married,28,1,Medical,Research & Development,1,Laboratory Technician,3,20,20,8,8,1,3221,11,3,3,3,4,Yes,Travel_Rarely,3,4,3,3
717,No,34,Female,Single,9,3,Medical,Research & Development,3,Healthcare Representative,7,9,8,7,7,1,8621,14,0,3,3,2,No,Travel_Rarely,2,4,2,4
720,Yes,24,Female,Single,3,2,Life Sciences,Sales,2,Sales Executive,2,4,2,2,0,9,4577,14,0,3,3,3,No,Travel_Rarely,3,1,1,3
721,No,39,Female,Single,2,4,Technical Degree,Research & Development,2,Healthcare Representative,11,20,20,7,10,1,4553,11,0,3,4,2,No,Travel_Rarely,3,4,1,3
722,No,32,Male,Single,10,3,Marketing,Sales,2,Sales Executive,0,10,10,7,8,1,5396,12,0,3,2,3,No,Travel_Rarely,4,4,4,2
723,Yes,50,Male,Married,8,2,Technical Degree,Sales,2,Sales Executive,1,18,4,3,3,3,6796,14,1,3,4,3,Yes,Travel_Frequently,3,2,1,3
724,No,38,Female,Single,1,4,Life Sciences,Research & Development,2,Healthcare Representative,1,10,9,7,8,0,7625,13,0,3,4,4,No,Travel_Rarely,4,2,3,2
725,No,27,Female,Married,1,2,Life Sciences,Research & Development,3,Manufacturing Director,0,9,9,7,7,1,7412,11,0,3,3,3,No,Travel_Rarely,1,3,4,3
727,No,32,Female,Single,3,2,Life Sciences,Research & Development,3,Research Director,7,10,7,7,7,3,11159,15,0,3,6,3,No,Travel_Rarely,4,3,4,3
728,No,47,Male,Single,14,4,Marketing,Sales,2,Sales Executive,1,20,7,7,7,2,4960,12,0,3,2,3,No,Travel_Rarely,1,4,4,3
729,No,40,Male,Married,5,4,Life Sciences,Sales,3,Sales Executive,1,20,18,13,12,5,10475,21,1,4,2,2,Yes,Travel_Frequently,1,4,3,3
730,No,53,Male,Married,7,3,Life Sciences,Research & Development,4,Research Director,1,32,5,1,3,3,14814,19,0,3,3,4,No,Travel_Rarely,3,3,3,3
731,No,41,Male,Divorced,10,4,Human Resources,Human Resources,5,Manager,12,23,21,6,6,3,19141,15,3,3,2,2,No,Travel_Rarely,4,2,2,2
732,No,60,Male,Single,16,4,Marketing,Sales,2,Sales Executive,2,10,2,2,2,8,5405,14,0,3,1,3,No,Travel_Rarely,1,1,4,3
733,No,27,Male,Divorced,10,2,Life Sciences,Research & Development,3,Manufacturing Director,1,9,9,7,7,1,8793,21,2,4,4,3,No,Travel_Frequently,1,4,3,2
734,No,41,Male,Married,1,3,Human Resources,Human Resources,5,Manager,2,22,22,7,10,1,19189,12,1,3,3,2,No,Travel_Rarely,3,4,2,3
738,No,50,Male,Married,8,4,Marketing,Sales,1,Sales Representative,2,4,2,2,2,7,3875,15,1,3,2,3,No,Travel_Rarely,2,4,4,3
741,Yes,28,Female,Single,1,2,Life Sciences,Research & Development,1,Research Scientist,3,10,7,7,7,7,2216,13,0,3,4,1,Yes,Travel_Rarely,2,1,4,3
742,No,36,Female,Married,8,3,Life Sciences,Research & Development,3,Research Director,0,10,8,7,5,9,11713,14,1,3,2,4,No,Non-Travel,1,1,1,3
743,No,38,Female,Single,1,3,Life Sciences,Research & Development,3,Manufacturing Director,0,10,1,0,0,4,7861,14,0,3,4,3,Yes,Travel_Rarely,3,3,4,4
744,No,44,Male,Single,24,3,Medical,Research & Development,1,Laboratory Technician,1,9,5,2,4,2,3708,14,0,3,5,1,No,Non-Travel,3,1,3,3
746,No,47,Female,Divorced,3,3,Medical,Sales,4,Sales Executive,11,28,22,2,13,9,13770,12,2,3,2,3,Yes,Travel_Frequently,3,4,4,2
747,No,30,Male,Divorced,27,5,Marketing,Sales,2,Sales Executive,7,10,8,7,7,7,5304,23,1,4,2,3,No,Travel_Rarely,4,3,4,2
749,No,29,Male,Single,10,3,Life Sciences,Sales,1,Sales Representative,0,1,1,0,0,1,2642,11,0,3,6,3,No,Travel_Rarely,3,3,3,3
752,Yes,42,Male,Divorced,19,3,Medical,Research & Development,1,Research Scientist,2,7,2,2,2,6,2759,12,0,3,2,4,Yes,Travel_Frequently,3,3,4,3
754,No,43,Male,Married,15,3,Life Sciences,Sales,2,Sales Executive,2,7,2,2,2,3,6804,18,1,3,5,2,No,Travel_Frequently,4,4,3,3
757,No,34,Female,Single,8,2,Medical,Research & Development,2,Healthcare Representative,4,10,5,1,3,3,6142,11,0,3,2,3,No,Travel_Rarely,3,2,4,3
758,No,23,Male,Married,9,1,Medical,Research & Development,1,Laboratory Technician,0,5,4,3,2,1,2500,14,1,3,2,3,No,Travel_Rarely,1,2,4,4
760,No,39,Female,Married,3,3,Human Resources,Human Resources,2,Human Resources,3,12,8,3,6,9,6389,15,1,3,3,4,No,Travel_Rarely,2,3,3,1
762,No,56,Male,Married,9,3,Medical,Research & Development,4,Healthcare Representative,1,30,10,7,1,7,11103,11,0,3,1,3,No,Travel_Rarely,4,3,3,2
763,No,40,Female,Single,2,1,Medical,Research & Development,1,Research Scientist,2,5,4,2,3,0,2342,20,0,4,2,2,Yes,Travel_Rarely,4,4,4,2
764,No,27,Female,Single,7,3,Medical,Research & Development,2,Healthcare Representative,0,9,7,6,7,8,6811,19,0,3,2,2,No,Travel_Rarely,1,4,1,1
766,No,29,Male,Divorced,10,3,Marketing,Sales,1,Sales Representative,2,2,2,2,2,1,2297,14,2,3,2,3,No,Travel_Rarely,2,4,4,3
769,No,53,Male,Single,6,3,Life Sciences,Research & Development,2,Laboratory Technician,2,19,2,2,2,2,2450,17,0,3,4,3,No,Travel_Rarely,4,4,4,3
771,No,35,Female,Divorced,2,4,Life Sciences,Research & Development,2,Healthcare Representative,0,16,1,0,0,2,5093,11,1,3,2,3,No,Non-Travel,1,4,1,4
772,No,32,Male,Married,24,4,Life Sciences,Research & Development,2,Laboratory Technician,4,10,10,8,7,1,5309,15,2,3,2,3,No,Travel_Frequently,4,1,4,3
773,No,38,Male,Married,2,5,Medical,Research & Development,1,Research Scientist,0,6,1,0,1,6,3057,13,1,3,0,3,Yes,Travel_Rarely,3,4,2,1
775,No,34,Female,Divorced,8,5,Life Sciences,Research & Development,2,Manufacturing Director,0,7,0,0,0,3,5121,14,1,3,3,3,No,Travel_Rarely,1,2,3,3
776,No,52,Male,Married,3,4,Marketing,Sales,4,Manager,1,34,34,6,16,1,16856,11,0,3,3,2,No,Travel_Rarely,1,3,1,4
780,Yes,33,Male,Single,1,4,Other,Research & Development,1,Research Scientist,7,10,10,9,8,1,2686,13,0,3,2,3,Yes,Travel_Rarely,4,4,3,2
781,No,25,Female,Single,26,1,Medical,Sales,2,Sales Executive,1,6,6,5,4,1,6180,23,0,4,5,3,No,Travel_Rarely,4,3,2,2
783,No,45,Male,Single,2,2,Technical Degree,Sales,2,Sales Representative,3,9,8,7,1,0,6632,13,0,3,3,1,No,Travel_Rarely,3,2,1,3
784,No,23,Male,Single,10,1,Medical,Research & Development,1,Research Scientist,0,2,2,2,2,1,3505,18,0,3,3,4,No,Travel_Rarely,3,1,4,3
785,Yes,47,Female,Single,27,2,Life Sciences,Sales,2,Sales Executive,1,8,5,4,3,4,6397,12,0,3,2,4,Yes,Travel_Frequently,3,2,4,3
786,No,34,Male,Single,2,3,Other,Sales,2,Sales Executive,1,6,6,5,4,1,6274,22,0,4,5,3,No,Travel_Rarely,4,4,3,3
787,Yes,55,Male,Married,2,3,Medical,Research & Development,5,Manager,1,24,5,2,4,5,19859,13,1,3,2,3,Yes,Travel_Rarely,1,4,4,3
789,No,36,Male,Single,8,4,Life Sciences,Sales,3,Sales Executive,0,10,10,7,9,1,7587,15,0,3,1,2,No,Non-Travel,1,1,2,3
791,No,52,Male,Married,19,4,Medical,Research & Development,1,Research Scientist,1,5,4,3,2,0,4258,18,1,3,3,3,No,Non-Travel,4,4,1,3
792,No,26,Female,Divorced,1,2,Life Sciences,Research & Development,1,Laboratory Technician,2,5,2,2,0,3,4364,14,1,3,2,1,No,Travel_Frequently,4,1,1,3
793,No,29,Female,Married,27,3,Medical,Research & Development,2,Healthcare Representative,1,11,8,7,1,4,4335,12,1,3,3,3,No,Travel_Rarely,3,2,1,2
796,Yes,26,Male,Single,8,3,Technical Degree,Sales,2,Sales Executive,1,6,4,3,2,6,5326,17,0,3,2,2,No,Travel_Rarely,1,4,3,2
797,No,34,Female,Single,1,4,Life Sciences,Research & Development,1,Research Scientist,1,10,4,2,3,2,3280,16,0,3,2,4,No,Travel_Rarely,4,2,3,3
799,No,54,Female,Divorced,19,4,Medical,Research & Development,2,Manufacturing Director,1,9,5,3,4,9,5485,11,2,3,4,3,Yes,Travel_Rarely,1,4,2,3
800,No,27,Male,Married,8,1,Marketing,Sales,2,Sales Executive,1,5,4,2,1,0,4342,19,1,3,3,3,No,Travel_Frequently,4,3,2,3
802,No,37,Female,Divorced,10,1,Life Sciences,Research & Development,1,Research Scientist,4,6,5,3,3,0,2782,13,2,3,3,3,Yes,Travel_Rarely,1,4,2,2
803,No,38,Female,Single,2,4,Life Sciences,Research & Development,2,Manufacturing Director,4,17,15,7,12,6,5980,12,0,3,2,4,Yes,Travel_Frequently,1,1,4,3
804,No,34,Female,Single,2,4,Medical,Research & Development,1,Research Scientist,1,6,6,5,3,1,4381,11,0,3,3,2,No,Travel_Rarely,1,3,3,3
805,No,35,Female,Married,8,4,Life Sciences,Sales,1,Sales Representative,0,3,3,2,2,1,2572,16,1,3,1,3,No,Travel_Rarely,4,1,2,2
806,No,30,Male,Married,1,3,Life Sciences,Research & Development,1,Laboratory Technician,0,7,2,2,2,3,3833,21,2,4,2,1,No,Travel_Rarely,3,4,3,3
807,No,40,Female,Married,2,2,Medical,Research & Development,2,Healthcare Representative,3,8,8,7,7,1,4244,24,1,4,2,4,No,Travel_Frequently,2,3,4,3
808,No,34,Female,Married,8,2,Life Sciences,Sales,2,Sales Executive,1,6,3,2,2,5,6500,17,1,3,1,3,No,Travel_Rarely,1,3,2,3
809,No,42,Male,Divorced,8,3,Life Sciences,Research & Development,5,Manager,14,24,24,7,9,1,18430,13,1,3,4,3,No,Travel_Frequently,4,2,2,2
811,Yes,23,Male,Married,6,3,Life Sciences,Research & Development,1,Laboratory Technician,0,1,0,0,0,1,1601,21,2,4,2,4,Yes,Travel_Rarely,1,3,3,3
812,No,24,Male,Divorced,9,3,Life Sciences,Research & Development,1,Laboratory Technician,0,1,1,0,0,1,2694,11,3,3,4,2,No,Non-Travel,2,3,3,3
813,No,52,Female,Married,11,4,Life Sciences,Research & Development,2,Laboratory Technician,1,9,5,2,4,8,3149,20,1,4,3,3,No,Travel_Rarely,3,4,2,3
815,No,50,Male,Married,2,3,Medical,Research & Development,4,Research Director,0,30,4,3,3,5,17639,16,0,3,3,3,No,Travel_Rarely,3,3,4,3
816,Yes,29,Female,Married,1,2,Life Sciences,Research & Development,1,Laboratory Technician,0,1,1,0,0,1,2319,11,1,3,1,2,Yes,Travel_Rarely,1,2,4,3
817,No,33,Male,Married,7,3,Medical,Research & Development,3,Research Director,3,14,13,9,7,0,11691,11,0,3,3,3,No,Travel_Rarely,3,3,4,4
819,Yes,33,Female,Single,16,3,Marketing,Sales,2,Sales Executive,0,6,3,2,2,5,5324,15,0,3,3,3,No,Travel_Rarely,1,1,3,3
820,No,47,Female,Married,2,2,Other,Research & Development,4,Manager,3,26,26,14,0,1,16752,11,1,3,3,3,Yes,Travel_Rarely,4,3,3,2
823,No,36,Female,Married,1,3,Other,Research & Development,2,Manufacturing Director,0,10,9,7,5,0,5228,15,1,3,2,3,No,Travel_Rarely,2,3,1,3
824,No,29,Male,Married,23,2,Life Sciences,Research & Development,1,Research Scientist,0,10,10,7,7,1,2700,24,1,4,3,4,No,Travel_Rarely,3,3,3,3
825,Yes,58,Male,Single,2,4,Life Sciences,Research & Development,5,Research Director,13,40,31,15,8,7,19246,12,0,3,2,3,Yes,Travel_Rarely,2,4,4,3
826,No,35,Female,Single,1,4,Life Sciences,Research & Development,1,Research Scientist,2,7,2,2,2,3,2506,13,0,3,0,4,No,Travel_Rarely,3,4,3,3
827,No,42,Female,Married,1,2,Life Sciences,Research & Development,2,Manufacturing Director,0,8,4,3,2,9,6062,13,1,3,4,2,Yes,Travel_Rarely,4,4,4,3
828,Yes,28,Male,Single,2,4,Medical,Research & Development,1,Research Scientist,2,5,2,2,1,6,4382,17,0,3,3,3,No,Travel_Rarely,3,3,4,2
829,No,36,Male,Married,13,3,Human Resources,Human Resources,1,Human Resources,0,8,5,2,4,4,2143,13,1,3,2,3,No,Travel_Rarely,2,3,2,3
830,No,32,Female,Married,4,3,Life Sciences,Research & Development,2,Manufacturing Director,6,14,14,13,8,1,6162,12,1,3,3,2,No,Travel_Rarely,3,3,3,3
832,No,40,Male,Single,16,4,Medical,Research & Development,2,Laboratory Technician,0,10,1,0,0,6,5094,14,0,3,6,2,No,Travel_Frequently,3,1,4,3
833,No,30,Female,Single,2,3,Medical,Research & Development,2,Manufacturing Director,0,12,0,0,0,5,6877,24,0,4,4,2,Yes,Travel_Rarely,4,3,2,2
834,No,45,Female,Single,2,3,Life Sciences,Research & Development,1,Research Scientist,0,1,1,0,0,1,2274,14,0,3,3,2,No,Travel_Rarely,3,2,4,3
836,No,42,Male,Married,29,3,Life Sciences,Research & Development,2,Manufacturing Director,7,10,9,8,8,1,4434,13,1,3,3,3,No,Travel_Rarely,2,2,4,2
837,No,38,Male,Divorced,12,3,Life Sciences,Research & Development,2,Healthcare Representative,1,13,4,3,2,2,6288,15,1,3,3,2,No,Travel_Frequently,1,1,3,2
838,No,34,Female,Single,16,4,Life Sciences,Research & Development,1,Research Scientist,1,6,5,2,3,1,2553,16,0,3,3,2,No,Travel_Frequently,4,3,3,3
840,Yes,49,Female,Married,11,3,Marketing,Sales,3,Sales Executive,7,9,9,8,7,1,7654,18,2,3,3,3,No,Travel_Rarely,4,3,1,4
842,Yes,55,Male,Single,2,1,Medical,Sales,2,Sales Executive,7,12,9,7,3,4,5160,16,0,3,3,3,No,Travel_Rarely,4,3,3,2
843,No,43,Male,Married,14,2,Life Sciences,Research & Development,4,Research Director,1,22,4,1,0,6,17159,24,1,4,3,3,No,Travel_Rarely,1,2,3,3
844,No,27,Male,Divorced,5,1,Technical Degree,Research & Development,3,Research Director,0,9,9,8,8,1,12808,16,1,3,3,2,Yes,Travel_Rarely,4,3,2,3
845,No,35,Male,Single,7,3,Other,Research & Development,3,Manufacturing Director,1,17,8,5,6,3,10221,21,0,4,3,3,No,Travel_Rarely,3,3,2,4
846,No,28,Female,Married,2,4,Marketing,Sales,2,Sales Executive,7,8,8,7,5,1,4779,20,0,4,2,3,Yes,Travel_Rarely,2,2,1,3
847,No,34,Male,Married,3,2,Human Resources,Human Resources,1,Human Resources,0,4,3,2,2,0,3737,19,1,3,1,3,No,Travel_Rarely,4,3,3,1
848,Yes,26,Female,Married,5,2,Medical,Research & Development,1,Research Scientist,1,8,8,7,7,1,2366,14,1,3,2,2,Yes,Travel_Frequently,3,3,1,3
850,No,27,Male,Married,3,3,Medical,Research & Development,1,Research Scientist,0,0,0,0,0,1,1706,11,3,3,6,3,No,Non-Travel,4,4,3,2
851,No,51,Female,Married,26,4,Marketing,Sales,4,Manager,4,29,20,6,17,2,16307,14,1,3,2,3,No,Travel_Rarely,3,1,3,2
852,No,44,Male,Single,4,3,Medical,Research & Development,2,Healthcare Representative,2,10,5,2,3,9,5933,12,0,3,2,3,No,Travel_Rarely,2,4,4,2
854,No,25,Male,Single,2,1,Medical,Research & Development,1,Research Scientist,0,6,4,3,1,7,3424,13,0,3,3,4,No,Travel_Rarely,1,1,3,2
855,No,33,Male,Divorced,1,3,Medical,Sales,2,Sales Executive,0,9,9,8,8,1,4037,22,1,4,5,4,No,Travel_Rarely,1,1,1,3
856,No,35,Female,Single,27,1,Medical,Research & Development,1,Research Scientist,1,6,6,5,1,1,2559,11,0,3,3,2,No,Travel_Rarely,1,3,4,2
857,No,36,Male,Married,1,2,Life Sciences,Sales,2,Sales Executive,4,18,18,14,11,1,6201,14,1,3,1,3,Yes,Travel_Rarely,4,2,4,2
859,No,32,Male,Divorced,13,4,Life Sciences,Sales,2,Sales Executive,0,8,5,2,3,2,4403,11,1,3,3,3,No,Travel_Rarely,4,2,3,2
861,No,30,Male,Divorced,5,4,Life Sciences,Research & Development,1,Research Scientist,0,10,5,4,3,9,3761,12,1,3,3,2,No,Travel_Frequently,4,2,2,2
862,No,53,Female,Married,7,2,Marketing,Sales,3,Sales Executive,0,35,5,2,4,7,10934,18,1,3,3,2,Yes,Travel_Rarely,4,1,4,3
864,No,45,Male,Divorced,9,3,Marketing,Sales,3,Sales Executive,0,18,5,4,2,4,10761,12,1,3,2,3,Yes,Travel_Rarely,1,4,3,3
865,No,32,Female,Married,8,2,Medical,Research & Development,2,Research Scientist,1,9,5,3,3,5,5175,12,1,3,3,4,No,Travel_Rarely,3,3,3,2
867,No,52,Female,Married,25,4,Medical,Research & Development,4,Manufacturing Director,0,31,9,8,0,3,13826,22,0,4,3,2,No,Travel_Frequently,4,3,3,3
868,No,37,Male,Divorced,16,4,Marketing,Sales,2,Sales Executive,0,9,1,0,0,4,6334,19,2,3,2,2,No,Travel_Rarely,3,4,4,3
869,No,28,Male,Divorced,8,2,Medical,Human Resources,1,Human Resources,0,6,5,1,4,1,4936,13,1,3,6,2,No,Travel_Rarely,4,2,4,3
872,No,22,Male,Married,1,2,Life Sciences,Research & Development,2,Manufacturing Director,2,4,2,2,2,6,4775,22,2,4,2,2,No,Travel_Rarely,4,4,1,1
874,No,44,Male,Married,8,4,Life Sciences,Research & Development,1,Laboratory Technician,0,10,3,2,2,2,2818,24,1,4,2,4,Yes,Travel_Rarely,4,1,3,2
875,No,42,Male,Single,2,1,Medical,Research & Development,1,Research Scientist,2,8,2,1,2,5,2515,14,0,3,2,3,Yes,Travel_Frequently,4,2,4,3
878,No,36,Male,Married,8,3,Life Sciences,Human Resources,1,Human Resources,0,6,5,4,3,0,2342,21,0,4,3,2,No,Travel_Rarely,1,1,3,3
879,No,25,Male,Married,3,1,Other,Sales,2,Sales Executive,0,5,5,3,3,1,4194,18,0,3,3,3,Yes,Travel_Rarely,1,3,4,3
880,No,35,Female,Married,9,3,Life Sciences,Research & Development,3,Manufacturing Director,5,17,17,14,15,1,10685,20,1,4,2,2,Yes,Travel_Rarely,3,4,2,3
881,Yes,35,Female,Divorced,25,4,Life Sciences,Research & Development,1,Research Scientist,7,10,10,2,8,1,2022,19,1,3,3,3,Yes,Travel_Frequently,2,4,1,2
882,No,32,Male,Divorced,1,3,Life Sciences,Research & Development,1,Laboratory Technician,0,4,3,0,2,0,2314,12,1,3,2,3,No,Non-Travel,4,4,2,3
885,No,25,Male,Married,4,1,Marketing,Sales,2,Sales Executive,0,5,5,2,3,1,4256,12,0,3,1,2,No,Travel_Rarely,1,3,1,4
887,No,49,Female,Married,1,3,Technical Degree,Research & Development,1,Research Scientist,0,7,4,2,2,2,3580,16,1,3,2,3,No,Travel_Rarely,1,3,2,3
888,No,24,Male,Married,4,1,Life Sciences,Research & Development,1,Laboratory Technician,3,6,5,2,4,0,3162,17,0,3,2,2,No,Non-Travel,4,1,4,2
889,No,32,Male,Married,5,2,Life Sciences,Sales,2,Sales Executive,5,10,10,8,3,1,6524,14,1,3,3,3,No,Travel_Frequently,2,2,4,3
893,No,38,Male,Married,9,3,Marketing,Sales,1,Sales Representative,1,3,2,2,2,0,2899,19,1,3,3,2,No,Travel_Rarely,2,2,4,3
894,No,42,Female,Married,3,3,Life Sciences,Research & Development,2,Laboratory Technician,1,17,5,3,3,2,5231,13,1,3,1,4,Yes,Travel_Rarely,4,3,2,2
895,No,31,Male,Married,11,4,Life Sciences,Research & Development,1,Research Scientist,0,8,6,4,2,3,2356,19,1,3,2,3,Yes,Travel_Rarely,4,4,2,3
896,Yes,29,Female,Divorced,1,3,Medical,Sales,1,Sales Representative,0,5,3,2,2,6,2800,19,3,3,3,2,Yes,Travel_Rarely,3,2,3,3
897,No,53,Male,Married,8,3,Marketing,Sales,4,Sales Executive,2,28,2,0,2,5,11836,14,1,3,3,3,No,Travel_Rarely,4,1,3,3
899,No,35,Male,Married,25,3,Technical Degree,Research & Development,3,Manufacturing Director,4,16,13,10,8,3,10903,16,0,3,2,2,No,Travel_Rarely,2,4,1,3
900,No,37,Female,Married,21,2,Medical,Sales,1,Sales Representative,0,10,5,4,0,5,2973,15,1,3,3,3,No,Travel_Frequently,4,3,2,3
901,No,53,Female,Single,23,4,Life Sciences,Research & Development,4,Research Director,3,33,12,9,8,6,14275,18,0,3,0,3,No,Travel_Rarely,4,4,3,3
902,No,43,Female,Married,1,3,Life Sciences,Research & Development,2,Healthcare Representative,2,12,5,2,2,4,5562,13,1,3,2,3,No,Travel_Frequently,4,4,2,2
903,No,47,Female,Married,2,2,Marketing,Sales,2,Sales Executive,7,8,7,6,7,0,4537,22,1,4,2,3,Yes,Travel_Rarely,4,3,1,3
904,No,37,Male,Single,19,2,Medical,Sales,3,Sales Executive,0,10,10,0,9,1,7642,13,0,3,2,3,Yes,Non-Travel,2,1,4,3
905,No,50,Male,Divorced,2,4,Life Sciences,Research & Development,4,Manager,14,31,31,6,7,1,17924,11,1,3,3,3,No,Non-Travel,1,1,4,3
909,No,39,Female,Married,2,3,Life Sciences,Human Resources,2,Human Resources,0,13,5,4,4,8,5204,11,2,3,2,2,No,Travel_Rarely,4,4,3,3
910,No,33,Male,Divorced,3,2,Human Resources,Human Resources,1,Human Resources,0,7,4,3,3,3,2277,11,1,3,4,3,Yes,Travel_Rarely,2,4,3,4
911,Yes,32,Male,Single,25,4,Life Sciences,Research & Development,1,Laboratory Technician,0,1,1,0,1,1,2795,24,0,4,2,3,Yes,Travel_Rarely,4,1,3,1
912,No,29,Female,Divorced,7,1,Medical,Research & Development,1,Laboratory Technician,0,8,4,3,3,6,2532,14,3,3,5,2,No,Travel_Rarely,4,1,3,3
913,No,44,Male,Married,9,2,Life Sciences,Research & Development,1,Research Scientist,7,8,8,7,1,1,2559,13,0,3,0,3,Yes,Travel_Rarely,1,2,4,3
916,No,28,Male,Single,5,4,Medical,Sales,2,Sales Executive,0,4,4,2,2,1,4908,14,0,3,3,3,No,Travel_Rarely,4,1,2,3
918,Yes,58,Male,Divorced,2,1,Life Sciences,Research & Development,1,Laboratory Technician,0,3,1,0,0,9,2380,14,1,3,3,2,Yes,Travel_Frequently,4,4,4,2
920,No,43,Female,Divorced,8,3,Life Sciences,Research & Development,2,Manufacturing Director,0,4,1,0,0,4,4765,21,1,4,2,3,No,Travel_Rarely,2,1,3,4
922,Yes,20,Female,Single,2,3,Medical,Sales,1,Sales Representative,0,2,2,2,2,1,2044,13,0,3,3,2,No,Travel_Rarely,3,3,4,2
923,Yes,21,Female,Single,18,1,Other,Research & Development,1,Research Scientist,0,1,1,0,0,1,2693,19,0,3,3,3,No,Travel_Rarely,4,4,1,2
924,No,36,Male,Married,14,1,Life Sciences,Research & Development,2,Healthcare Representative,4,17,16,8,11,0,6586,17,1,3,2,3,Yes,Travel_Rarely,4,3,1,2
925,No,47,Female,Single,2,4,Life Sciences,Sales,1,Sales Representative,1,3,3,2,2,1,3294,18,0,3,3,2,Yes,Travel_Rarely,4,4,1,2
926,Yes,22,Female,Married,3,1,Life Sciences,Research & Development,2,Manufacturing Director,0,4,3,2,2,0,4171,19,1,3,3,3,Yes,Travel_Rarely,3,2,1,4
927,Yes,41,Female,Divorced,2,4,Life Sciences,Research & Development,1,Laboratory Technician,1,10,7,7,0,4,2778,13,1,3,1,1,Yes,Travel_Rarely,4,2,3,2
930,No,28,Female,Divorced,9,3,Medical,Research & Development,1,Research Scientist,2,6,2,2,2,5,2377,18,1,3,2,3,No,Travel_Rarely,3,3,2,3
932,Yes,39,Male,Married,6,3,Medical,Research & Development,1,Laboratory Technician,2,8,2,2,2,7,2404,21,0,4,2,3,Yes,Travel_Rarely,1,4,4,1
933,No,27,Female,Single,4,3,Life Sciences,Research & Development,1,Research Scientist,0,1,1,1,0,1,2318,19,0,3,2,3,No,Travel_Rarely,3,2,3,3
934,No,34,Male,Divorced,10,3,Life Sciences,Research & Development,1,Laboratory Technician,1,1,1,0,0,1,2008,14,2,3,3,3,No,Travel_Rarely,2,2,2,3
936,No,42,Female,Single,14,2,Medical,Sales,2,Sales Executive,0,10,5,4,3,7,6244,17,0,3,6,2,No,Travel_Rarely,3,3,1,3
939,No,33,Male,Single,1,4,Other,Research & Development,1,Research Scientist,0,6,3,2,2,3,2799,11,0,3,1,2,Yes,Travel_Rarely,1,3,2,3
940,No,58,Female,Divorced,5,3,Technical Degree,Research & Development,3,Healthcare Representative,0,24,6,0,4,2,10552,13,1,3,3,2,Yes,Travel_Rarely,2,3,4,3
941,No,31,Male,Married,7,4,Life Sciences,Sales,1,Sales Representative,5,13,7,7,2,3,2329,15,0,3,2,2,No,Travel_Rarely,3,2,2,4
942,No,35,Female,Married,21,1,Life Sciences,Research & Development,2,Healthcare Representative,0,10,10,6,7,1,4014,25,1,4,2,3,Yes,Travel_Rarely,4,4,4,1
